#;Status;Priority;Subjet;Resource;Tipo de Asset;Updated;Last Seen;Date Found;CVSS Score de la Herramienta;CVSS Score;Puntaje Ponderado;Pertenece a Investments;Negocio
13293;Confirmed;Medium;Microsoft Exchange Server Remote Code Execution (ProxyShell);152.84.50.74:18627;IP Externa;26-11-2024;14-11-2024;24-03-2025;52;65;Si;No;
66506;Mitigated;Medium;Microsoft Windows: Contrase–as almacenadas usando Encriptaci—n Reversible;192.168.110.42:29527;IP Externa;20-03-2024;12-09-2024;12-08-2024;44;59;Si;No;
98841;Confirmed;Medium;GitLab < 14.1.2 Remote Code Execution;10.220.210.135:62051;IP Interna;22-08-2024;08-01-2024;16-01-2025;47;59;Si;No;
82225;Reopened;Medium;SSL/TLS: Certificado Expirado;124.28.80.33:62749;IP Externa;20-10-2024;15-05-2024;11-01-2024;65;62;Si;No;
13845;Mitigated;Informational;Servicio 'Telnet' Habilitado;192.168.223.23:4107;IP Externa;02-06-2024;24-07-2025;03-03-2025;0;0;No;No;
99938;Confirmed;Informational;Cisco Unified Communications Manager < 12.5(1)SU5 Vulnerabilidades Mœltiples;192.168.91.111:34456;IP Externa;07-02-2024;26-07-2025;10-01-2024;0;0;No;No;
13492;Confirmed;Critical;Atlassian Confluence Server < 7.12.3 Remote Code Execution (OGNL);10.220.210.135:62051;IP Interna;15-02-2024;03-04-2024;21-03-2024;97;95;Si;No;
78751;Mitigated;Medium;ProFTPD < 1.3.6 Vulnerabilidades Mœltiples;179.237.82.184:5090;IP Externa;30-05-2025;11-02-2025;14-09-2024;63;63;Si;No;
86106;Confirmed;Medium;Microsoft Office: Missing Security Updates (Macros);192.168.179.135:42914;IP Externa;19-03-2024;06-08-2025;21-02-2025;66;68;Si;No;
31709;Confirmed;Low;Cisco IOS < 15.9(3)M Vulnerabilidad de Ejecuci—n Remota de C—digo;https://sistemasweb.cl/bdbivsodp566;IP Externa;15-07-2024;06-06-2024;14-04-2024;23;37;Si;No;
70610;Reopened;Medium;Permisos de /etc/passwd DŽbiles;192.168.194.100:10696;IP Externa;20-09-2025;28-08-2024;08-07-2024;53;53;No;No;
62537;Confirmed;Medium;SSL/TLS: Vulnerabilidad 'CRIME';97.232.160.194:5059;IP Interna;26-07-2025;15-07-2025;13-04-2025;60;57;Si;No;
58678;Confirmed;Critical;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;10.220.182.162:17875;IP Externa;15-11-2024;31-08-2025;05-06-2024;91;95;Si;No;
10821;Mitigated;High;TLSv1.1 Protocolo Obsoleto Habilitado;10.220.182.162:35708;IP Externa;05-02-2025;29-01-2024;02-04-2024;79;85;Si;No;
80407;Reopened;Medium;NetBIOS Name Service (NBT-NS) Spoofing;10.220.154.41:14329;IP Externa;31-05-2025;28-06-2025;04-12-2024;48;45;Si;No;
28680;Confirmed;Low;Dispositivo de Red: Contrase–a por Defecto Habilitada (admin/admin);10.220.255.110:6936;IP Interna;29-10-2024;01-02-2024;23-12-2024;18;25;Si;No;
64205;Confirmed;Medium;SSLv3 Protocolo Obsoleto Habilitado (POODLE);52.230.224.193:55579;IP Externa;18-06-2025;01-01-2024;24-01-2025;65;57;Si;No;
20057;Confirmed;Low;VMware vCenter Server < 7.0 U2b Remote Code Execution;23.26.211.201:43101;IP Externa;27-07-2025;01-04-2024;14-02-2024;30;34;Si;No;
39049;Reopened;Medium;Permisos de /etc/shadow DŽbiles;192.168.243.229:34868;IP Externa;13-03-2025;22-03-2024;07-12-2024;55;60;Si;No;
14205;Confirmed;Low;Servicio 'rlogin/rsh' Habilitado;192.168.59.113:50957;IP Interna;13-06-2024;28-04-2024;04-06-2024;17;29;Si;No;
12233;Mitigated;Informational;SSL/TLS: Certificado Expirado;118.133.240.0:45662;IP Externa;11-11-2024;16-01-2024;01-02-2024;0;0;No;No;
72302;Confirmed;Medium;Microsoft Exchange Server Remote Code Execution (ProxyShell);10.220.158.53:20095;IP Externa;16-04-2025;03-03-2024;31-10-2024;48;47;Si;No;
32967;Confirmed;Critical;JBoss EAP < 7.3.0 Vulnerabilidades de Deserializaci—n;10.220.75.246:39818;IP Externa;05-02-2024;13-09-2024;14-09-2025;93;98;Si;No;
58092;Reopened;Medium;Servidor NTP 'monlist' Habilitado (DoS Amplificado);10.220.248.30:40155;IP Externa;03-03-2024;14-10-2024;04-03-2024;49;67;Si;No;
99776;Confirmed;High;PostgreSQL < 13.4 Vulnerabilidades Mœltiples;https://nexusdata.cl/w0axjs;IP Externa;23-08-2024;18-07-2024;15-07-2024;77;74;Si;No;
49323;Confirmed;High;PHP < 8.0.12 Vulnerabilidades Mœltiples;192.168.141.9:39257;IP Externa;24-07-2024;12-04-2024;02-05-2024;85;86;Si;Si;
89789;Mitigated;Low;Servidor FTP Permite Login An—nimo;179.237.82.184:15134;IP Externa;07-10-2024;03-08-2024;02-07-2025;32;33;Si;Si;
12780;Confirmed;Informational;Encabezado 'HTTP Strict Transport Security (HSTS)' No Encontrado;114.62.73.14:26216;IP Interna;25-08-2025;22-05-2024;27-06-2024;0;0;No;Si;
36892;Mitigated;High;SSL/TLS: Certificado Expirado;10.220.210.135:62051;IP Interna;26-09-2025;02-11-2024;05-09-2025;83;84;Si;Si;
26510;Reopened;Medium;Servicio 'Telnet' Habilitado;45.192.207.220:60378;IP Externa;07-01-2025;12-11-2024;27-05-2025;53;53;No;Si;
60431;Confirmed;Medium;Soporte para LM Hashes Habilitado en Active Directory;10.220.80.249:11612;IP Externa;27-07-2024;17-10-2025;26-04-2024;43;61;Si;Si;
24497;Reopened;Medium;Microsoft Office: Missing Security Updates (Macros);192.168.74.144:45055;IP Externa;20-08-2025;10-09-2024;10-07-2025;58;66;Si;Si;
40951;Confirmed;High;Encabezado 'HTTP Strict Transport Security (HSTS)' No Encontrado;192.168.237.241:2547;IP Interna;29-09-2024;25-09-2024;01-08-2024;83;75;Si;Si;
78049;Reopened;Medium;Cisco Unified Communications Manager < 12.5(1)SU5 Vulnerabilidades Mœltiples;192.168.230.36:62548;IP Externa;02-11-2024;15-01-2024;08-10-2024;45;64;Si;No;
30347;Confirmed;Critical;Microsoft RDP Client Remote Code Execution (CVE-2020-0655);192.168.150.212:47933;IP Externa;12-10-2024;18-01-2025;11-05-2024;96;95;Si;No;
85106;Mitigated;Low;Microsoft Windows RDP Remote Code Execution (BlueKeep);192.168.243.229:42643;IP Externa;12-03-2024;26-07-2024;23-06-2025;11;23;Si;No;
41173;Confirmed;Critical;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;136.194.201.224:15328;IP Externa;01-08-2024;24-10-2025;04-10-2024;99;97;Si;No;
67813;Mitigated;Medium;Splunk < 8.2.2 Vulnerabilidades Mœltiples;10.220.248.30:62044;IP Externa;13-08-2024;06-04-2024;08-02-2024;47;49;Si;No;
91681;Confirmed;Medium;Microsoft Windows: Contrase–as almacenadas usando Encriptaci—n Reversible;97.232.160.194:43843;IP Externa;17-07-2025;08-04-2024;26-10-2024;50;40;Si;No;
81777;Confirmed;High;Polkit (pkexec) < 0.120 Vulnerabilidad de Escalada de Privilegios (PwnKit);192.168.222.141:59973;IP Externa;01-09-2024;25-04-2024;18-04-2024;79;82;Si;No;
77598;Confirmed;Medium;Microsoft Exchange Server Remote Code Execution (ProxyShell);10.220.97.62:14870;IP Interna;08-06-2025;24-06-2025;04-03-2024;41;50;Si;No;
51594;Confirmed;Medium;Permisos de /etc/passwd DŽbiles;90.230.230.53:24837;IP Externa;01-08-2024;07-07-2024;08-11-2024;55;64;Si;No;
46937;Confirmed;High;Redis < 6.2.5 Vulnerabilidad de Desbordamiento de Bœfer;http://finanzascorp.cl/b27s9f7b;IP Interna;01-03-2024;24-03-2025;07-06-2025;80;88;Si;Si;
41663;Confirmed;High;SSL/TLS: Vulnerabilidad 'CRIME';10.220.210.135:62051;IP Interna;24-08-2024;06-04-2024;30-07-2024;82;77;Si;Si;
89780;Mitigated;Medium;Samba < 4.13.17 Vulnerabilidades Mœltiples (SambaCry);203.27.94.159:8509;IP Externa;23-12-2024;25-07-2025;12-06-2025;40;53;Si;Si;
35321;Confirmed;Low;PUT y DELETE HTTP Habilitados en Servidor Web;10.220.102.183:41559;IP Interna;24-02-2024;06-10-2024;03-08-2024;33;25;Si;Si;
14961;Mitigated;High;Firewall: Pol’tica 'ANY-ANY-ALLOW' Detectada;6.155.148.84:51127;IP Interna;05-06-2025;14-05-2025;05-10-2025;75;74;Si;Si;
77778;Confirmed;Medium;SSL/TLS: Certificado Expirado;10.220.75.246:28388;IP Externa;17-04-2024;29-10-2024;14-03-2024;51;55;Si;Si;
67766;Mitigated;Medium;Encabezado 'HTTP Strict Transport Security (HSTS)' No Encontrado;192.168.239.168:19442;IP Externa;21-11-2024;12-03-2024;25-08-2024;54;53;Si;Si;
40198;Mitigated;High;DNS Server Permite Transferencias de Zona (AXFR);107.230.98.194:41352;IP Externa;25-01-2024;06-10-2025;04-07-2025;70;72;Si;Si;
30414;Confirmed;High;Java JRE < 8u301 Vulnerabilidades Mœltiples;174.19.76.44:35635;IP Externa;24-07-2025;27-07-2024;26-06-2024;80;88;Si;Si;
61765;Confirmed;Low;SSL/TLS: Certificado Expirado;10.220.150.75:1100;IP Externa;23-06-2024;07-05-2024;05-03-2025;33;22;Si;No;
82795;Confirmed;High;Nginx < 1.20.1 Vulnerabilidades Mœltiples;http://coretech.cl/hpuxpnx8;IP Externa;10-04-2024;22-07-2024;12-12-2024;79;71;Si;No;
52490;Confirmed;Low;VMware vCenter Server < 7.0 U2b Remote Code Execution;192.168.224.137:30112;IP Externa;19-11-2024;05-06-2024;13-02-2024;35;30;Si;No;
27432;Confirmed;Informational;SSL/TLS: Cifrados 'Logjam' (Export-grade) Habilitados;192.168.67.88:39060;IP Interna;22-12-2024;21-10-2025;30-08-2025;0;0;No;No;
10153;Confirmed;Low;Encabezado 'HTTP Strict Transport Security (HSTS)' No Encontrado;138.127.0.221:9487;IP Externa;10-03-2024;26-03-2024;20-11-2024;33;25;Si;No;
82035;Confirmed;Medium;Vim < 8.2.3435 Vulnerabilidad 'Arbitrary Code Execution';10.220.210.135:62051;IP Interna;26-02-2024;01-10-2024;09-08-2024;63;63;Si;No;
24768;Confirmed;Informational;Redis < 6.2.5 Vulnerabilidad de Desbordamiento de Bœfer;10.220.210.135:62051;IP Interna;25-12-2024;22-02-2024;28-10-2025;0;0;No;No;
71558;Confirmed;High;SSL/TLS: Cifrados 'Logjam' (Export-grade) Habilitados;6.155.148.84:1043;IP Externa;01-02-2024;03-03-2024;04-07-2024;86;78;Si;No;
61886;Confirmed;Medium;ProFTPD < 1.3.6 Vulnerabilidades Mœltiples;192.168.70.45:7289;IP Externa;01-12-2024;27-05-2024;04-09-2024;60;62;Si;No;
98177;Confirmed;Critical;Vim < 8.2.3435 Vulnerabilidad 'Arbitrary Code Execution';101.192.139.86:41218;IP Interna;10-06-2024;27-01-2024;04-01-2024;91;96;Si;Si;
21391;Confirmed;High;Dispositivo de Red: Contrase–a por Defecto Habilitada (admin/admin);6.155.148.84:16274;IP Interna;13-04-2024;30-03-2024;24-03-2024;80;82;Si;Si;
71960;Mitigated;Critical;Servicio 'Telnet' Habilitado;192.168.151.176:37815;IP Externa;21-03-2025;31-03-2025;29-08-2024;90;92;Si;Si;
18936;Confirmed;Medium;MySQL < 8.0.26 Vulnerabilidades Mœltiples;http://zylos.cl/dn55d2nsdvi;IP Externa;25-04-2025;07-01-2025;10-09-2024;62;63;Si;Si;
93632;Mitigated;High;Encabezado 'X-Frame-Options' No Encontrado (Clickjacking);10.220.210.135:62051;IP Interna;07-02-2024;07-09-2024;05-08-2024;87;72;Si;Si;
49898;Confirmed;Critical;Servicio 'rlogin/rsh' Habilitado;192.168.19.63:50336;IP Externa;18-05-2024;29-08-2024;23-07-2025;90;95;Si;Si;
65042;Reopened;Medium;Microsoft RDP Client Remote Code Execution (CVE-2020-0655);10.220.227.190:5887;IP Interna;15-06-2025;20-07-2024;13-08-2024;64;49;Si;No;
44123;Reopened;Medium;VMware vCenter Server < 7.0 U2b Remote Code Execution;http://proyectos TI.cl/1g5luwiz8ok;IP Externa;04-03-2024;11-11-2024;25-05-2024;64;62;Si;No;
72059;Confirmed;Low;SSL/TLS: Certificado con Firma SHA-1 Obsoleta;192.168.243.207:59963;IP Externa;07-05-2025;28-03-2024;12-10-2024;22;25;Si;No;
23135;Reopened;Medium;Permisos de /etc/passwd DŽbiles;23.26.211.201:7784;IP Externa;18-09-2025;05-05-2024;13-03-2024;58;53;Si;No;
31812;Reopened;High;Microsoft RDP Client Remote Code Execution (CVE-2020-0655);26.74.47.184:58396;IP Interna;29-04-2024;13-10-2025;14-01-2024;76;85;Si;No;
61762;Mitigated;Medium;Microsoft .NET Framework < 4.8 Vulnerabilidad de Denegaci—n de Servicio;10.220.186.42:19798;IP Externa;29-06-2025;19-02-2025;08-01-2024;52;45;Si;No;
89245;Confirmed;Low;vsftpd < 3.0.3 Backdoor Command Execution;156.67.74.154:34228;IP Externa;23-07-2024;31-05-2024;08-08-2024;31;11;Si;No;
28522;Confirmed;Medium;Jenkins < 2.303.1 Vulnerabilidades de Cross-Site Scripting (XSS);81.155.58.134:10494;IP Interna;12-11-2024;25-10-2024;31-03-2024;64;68;Si;No;
31889;Confirmed;Low;SSL/TLS: Certificado con Firma SHA-1 Obsoleta;10.220.46.232:15695;IP Interna;17-10-2024;22-09-2025;02-11-2024;38;31;Si;No;
24567;Confirmed;Medium;SSL/TLS: Vulnerabilidad 'CRIME';10.220.111.196:31690;IP Externa;06-03-2024;21-03-2024;13-05-2024;51;60;Si;No;
61543;Mitigated;Low;TLSv1.1 Protocolo Obsoleto Habilitado;192.168.85.200:7861;IP Interna;01-02-2024;24-01-2025;08-07-2024;26;25;Si;No;
21915;Confirmed;Medium;SSL/TLS: Vulnerabilidad 'CRIME';10.220.26.114:39379;IP Externa;12-08-2024;03-04-2024;07-09-2024;51;64;Si;No;
20683;Mitigated;Low;JBoss EAP < 7.3.0 Vulnerabilidades de Deserializaci—n;152.84.50.74:49310;IP Externa;05-08-2024;31-03-2024;25-08-2024;11;18;Si;No;
48890;Mitigated;Medium;OpenSSH < 8.7 Vulnerabilidad de PAM;192.168.59.212:60957;IP Externa;08-05-2024;08-02-2024;01-02-2024;62;65;Si;No;
23929;Mitigated;Critical;Permisos de /etc/shadow DŽbiles;192.168.67.88:65515;IP Externa;10-10-2024;09-08-2025;17-03-2024;91;99;Si;No;
52743;Mitigated;Low;Encabezado 'Content-Security-Policy (CSP)' No Encontrado;10.220.143.100:39266;IP Externa;02-07-2025;22-11-2024;13-01-2025;13;13;No;No;
93859;Reopened;Medium;Wordpress < 5.8.1 Vulnerabilidades Mœltiples;222.160.134.127:56719;IP Externa;02-10-2025;03-09-2025;03-01-2024;49;57;Si;No;
55599;Confirmed;Low;TLSv1.1 Protocolo Obsoleto Habilitado;http://redveloz.cl/w06h4wyfx3;IP Externa;21-12-2024;30-11-2024;15-06-2025;38;25;Si;Si;
55586;Confirmed;Medium;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;118.133.240.0:50351;IP Externa;13-12-2024;25-05-2024;07-11-2024;46;69;Si;Si;
11936;Reopened;High;Microsoft Windows LSA Secrets Caching (CVE-2021-36934);192.168.59.212:15331;IP Externa;26-12-2024;14-04-2025;12-08-2025;71;80;Si;Si;
39765;Confirmed;Medium;Servicio de 'Windows Update' Deshabilitado;10.220.63.168:16847;IP Interna;17-02-2025;13-02-2025;31-01-2025;54;57;Si;Si;
54357;Mitigated;Medium;Polkit (pkexec) < 0.120 Vulnerabilidad de Escalada de Privilegios (PwnKit);119.46.111.157:11774;IP Externa;21-04-2025;09-04-2024;08-02-2024;52;42;Si;Si;
45538;Mitigated;Medium;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;192.168.95.49:61078;IP Externa;24-11-2024;06-12-2024;16-11-2024;61;53;Si;Si;
32451;Confirmed;Medium;TLSv1.1 Protocolo Obsoleto Habilitado;10.220.227.190:12634;IP Externa;03-02-2024;19-05-2025;13-06-2024;67;59;Si;Si;
66528;Mitigated;Medium;Adobe Acrobat Reader < 2021.005.20060 Vulnerabilidades Mœltiples;192.168.135.231:6472;IP Externa;25-02-2024;28-05-2024;26-05-2024;42;42;No;Si;
18000;Confirmed;Medium;Privilegios de 'SeEnableTakeOwnershipPrivilege' Asignados a Usuarios No Administrativos;192.168.141.9:31964;IP Externa;15-11-2024;31-07-2024;10-08-2025;47;46;Si;Si;
97186;Confirmed;Medium;Node.js < 16.10.0 Vulnerabilidad de Contrabando de HTTP;192.168.193.143:46952;IP Externa;10-05-2024;21-02-2024;02-09-2024;61;54;Si;No;
39705;Confirmed;Low;Soporte para 'Null Sessions' de SMB Habilitado;10.220.253.121:7987;IP Externa;30-09-2024;05-03-2025;16-06-2025;37;14;Si;No;
18713;Mitigated;Medium;Microsoft Windows RDP Remote Code Execution (BlueKeep);http://logisticaCL.cl/j5z5a8t4;IP Externa;26-04-2024;24-11-2024;12-10-2024;48;62;Si;No;
95058;Confirmed;High;SNMP Agent 'public' Community String Habilitado (Lectura);214.90.71.26:42343;IP Externa;04-01-2024;05-04-2024;31-08-2024;81;77;Si;No;
55957;Reopened;High;PHP < 8.0.12 Vulnerabilidades Mœltiples;68.77.172.208:18912;IP Externa;24-06-2024;26-04-2025;10-10-2025;75;88;Si;No;
25549;Reopened;Medium;Dispositivo de Red: Interfaz de Administraci—n Expuesta a Internet;10.220.210.135:62051;IP Interna;18-06-2024;26-06-2024;06-08-2024;41;60;Si;No;
10357;Mitigated;Low;SSL/TLS: Certificado Expirado;192.168.187.5:65077;IP Interna;23-02-2024;16-11-2024;30-01-2024;15;15;No;No;
45097;Confirmed;Critical;Splunk < 8.2.2 Vulnerabilidades Mœltiples;124.28.80.33:18170;IP Externa;28-02-2024;12-11-2024;28-01-2024;100;98;Si;No;
19654;Confirmed;Medium;DNS Server Cache Snooping Remoto;10.220.102.183:57060;IP Externa;06-06-2024;09-02-2024;02-07-2024;44;44;Si;No;
31405;Confirmed;Critical;Soporte para 'Null Sessions' de SMB Habilitado;10.220.186.42:17009;IP Externa;20-05-2025;05-12-2024;21-10-2025;96;91;Si;No;
82440;Confirmed;Critical;Python < 3.9.7 Vulnerabilidades Mœltiples;223.1.71.89:9268;IP Externa;23-02-2024;23-10-2024;21-09-2025;96;99;Si;Si;
97708;Mitigated;Medium;GitLab < 14.1.2 Remote Code Execution;10.220.127.89:63323;IP Externa;15-02-2024;28-02-2024;17-04-2025;40;49;Si;No;
11940;Confirmed;Medium;Microsoft Exchange Server Remote Code Execution (ProxyShell);120.157.91.226:19589;IP Interna;02-11-2024;21-11-2024;24-01-2024;61;41;Si;No;
31534;Mitigated;High;SSL/TLS: Mismatch en el Nombre del Certificado (CN);192.168.178.131:11688;IP Externa;11-10-2024;05-07-2025;06-03-2024;78;71;Si;Si;
32157;Confirmed;High;Firewall: Pol’tica 'ANY-ANY-ALLOW' Detectada;https://cloudsys.cl/aq9bs20lp;IP Externa;21-08-2024;29-06-2024;22-09-2024;81;82;Si;No;
16419;Reopened;Medium;Vim < 8.2.3435 Vulnerabilidad 'Arbitrary Code Execution';10.220.210.135:62051;IP Interna;06-04-2024;14-06-2025;26-08-2024;45;58;Si;No;
35504;Mitigated;Low;Microsoft Office: Missing Security Updates (Macros);192.168.95.49:25773;IP Externa;10-07-2025;26-04-2024;27-06-2025;12;24;Si;No;
31181;Confirmed;Medium;Adobe Acrobat Reader < 2021.005.20060 Vulnerabilidades Mœltiples;134.191.17.46:19631;IP Externa;18-03-2024;03-02-2024;30-04-2024;58;62;Si;No;
77522;Reopened;Low;Vim < 8.2.3435 Vulnerabilidad 'Arbitrary Code Execution';192.168.222.141:50798;IP Externa;09-02-2024;16-10-2024;25-10-2025;16;33;Si;No;
45827;Reopened;Medium;Dispositivo de Red: Interfaz de Administraci—n Expuesta a Internet;https://metrics.cl/ijdnm2ts823;IP Interna;22-11-2024;05-02-2025;17-09-2024;45;48;Si;No;
33478;Mitigated;Medium;SSL/TLS: Cifrados DŽbiles (RC4, 3DES) Habilitados;194.128.254.254:51963;IP Externa;20-03-2024;23-09-2024;05-11-2024;53;53;No;No;
11932;Reopened;Medium;TLSv1.1 Protocolo Obsoleto Habilitado;51.218.249.186:7855;IP Externa;10-06-2024;17-03-2024;09-04-2024;59;52;Si;No;
63758;Mitigated;Low;Jenkins < 2.303.1 Vulnerabilidades de Cross-Site Scripting (XSS);192.168.243.21:8383;IP Externa;25-03-2024;16-04-2024;17-06-2024;37;26;Si;No;
42150;Reopened;Low;Windows Print Spooler Remote Code Execution (PrintNightmare);192.168.209.24:17412;IP Interna;18-02-2024;24-10-2024;17-01-2024;10;15;Si;No;
92163;Mitigated;Medium;ProFTPD < 1.3.6 Vulnerabilidades Mœltiples;10.220.82.40:31409;IP Externa;12-01-2025;22-01-2025;09-04-2024;41;60;Si;No;
62992;Confirmed;Low;Wordpress < 5.8.1 Vulnerabilidades Mœltiples;10.220.30.208:45725;IP Interna;09-12-2024;27-03-2025;01-08-2025;17;25;Si;No;
96036;Confirmed;Medium;SSL/TLS: Certificado Autofirmado (Self-Signed);173.32.197.86:25620;IP Externa;06-11-2024;27-05-2025;19-02-2024;60;60;Si;No;
66815;Mitigated;Medium;SSL/TLS: Vulnerabilidad 'CRIME';https://nexusdata.cl/xnm9o5qxw;IP Externa;08-09-2024;15-04-2024;23-02-2025;64;58;Si;Si;
35373;Mitigated;Critical;SSL/TLS: Cifrados 'Logjam' (Export-grade) Habilitados;10.220.111.196:57649;IP Externa;03-03-2025;22-06-2024;30-03-2024;95;92;Si;No;
95344;Confirmed;Medium;SSL/TLS: Certificado Expirado;10.220.111.196:14497;IP Externa;06-02-2024;11-09-2024;28-08-2024;60;68;Si;No;
33851;Confirmed;High;SSL/TLS: Certificado con Firma SHA-1 Obsoleta;192.168.58.183:19840;IP Externa;22-03-2024;24-10-2024;28-10-2024;83;77;Si;No;
32331;Reopened;Medium;Dispositivo de Red: Contrase–a por Defecto Habilitada (admin/admin);13.90.26.187:53405;IP Externa;06-10-2024;27-06-2024;18-08-2024;65;61;Si;No;
45718;Confirmed;High;SSL/TLS: Vulnerabilidad 'CRIME';10.220.182.162:62202;IP Externa;04-08-2024;03-02-2025;10-06-2024;88;83;Si;No;
83352;Mitigated;Low;Privilegios de 'SeEnableTakeOwnershipPrivilege' Asignados a Usuarios No Administrativos;10.220.150.75:46868;IP Interna;13-03-2024;07-09-2024;01-11-2024;30;22;Si;No;
43391;Confirmed;High;Microsoft .NET Framework < 4.8 Vulnerabilidad de Denegaci—n de Servicio;10.220.210.135:62051;IP Interna;29-05-2025;22-08-2024;10-04-2024;85;82;Si;No;
77186;Mitigated;Medium;Dispositivo de Red: Contrase–a por Defecto Habilitada (admin/admin);192.168.67.88:27194;IP Externa;07-08-2024;12-01-2025;11-04-2025;59;53;Si;No;
79811;Confirmed;Medium;DNS Server Permite Transferencias de Zona (AXFR);10.220.135.106:38340;IP Interna;26-07-2024;25-10-2024;20-09-2025;58;49;Si;No;
55477;Confirmed;Critical;Python < 3.9.7 Vulnerabilidades Mœltiples;10.220.61.207:18677;IP Externa;30-11-2024;12-05-2024;06-05-2025;95;98;Si;No;
66420;Confirmed;High;Samba < 4.13.17 Vulnerabilidades Mœltiples (SambaCry);192.168.3.52:54139;IP Externa;14-09-2024;13-11-2024;23-11-2024;71;77;Si;No;
97309;Mitigated;Medium;Servicio 'Telnet' Habilitado;192.168.74.144:29944;IP Interna;13-04-2024;12-07-2024;22-05-2024;43;53;Si;No;
19130;Reopened;Medium;SNMP Agent 'private' Community String Habilitado (Escritura);192.168.185.189:7287;IP Externa;28-07-2024;24-04-2024;07-07-2024;46;54;Si;No;
52366;Confirmed;Medium;Encabezado 'HTTP Strict Transport Security (HSTS)' No Encontrado;10.220.210.135:62051;IP Interna;22-05-2024;12-05-2025;09-05-2025;52;58;Si;No;
93997;Confirmed;High;Microsoft Windows LSA Secrets Caching (CVE-2021-36934);192.168.185.189:17373;IP Externa;15-04-2024;09-06-2024;08-01-2024;81;79;Si;No;
40808;Confirmed;Low;SSL/TLS: Cifrados DŽbiles (RC4, 3DES) Habilitados;10.220.30.41:56441;IP Interna;09-03-2025;14-04-2024;17-08-2025;13;13;No;No;
76836;Reopened;Medium;Samba < 4.13.17 Vulnerabilidades Mœltiples (SambaCry);10.220.224.159:43929;IP Externa;20-02-2024;02-02-2024;01-06-2024;47;50;Si;No;
61324;Reopened;Medium;Oracle WebLogic Server < 14.1.1.0.0 Vulnerabilidad de Deserializaci—n (CVE-2020-14882);124.28.80.33:47076;IP Externa;19-06-2024;17-03-2025;26-05-2024;48;57;Si;No;
10984;Reopened;Informational;Dispositivo de Red: Contrase–a por Defecto Habilitada (admin/admin);6.155.148.84:52538;IP Externa;25-02-2025;13-06-2024;11-12-2024;0;0;No;No;
55670;Reopened;Low;PHP < 8.0.12 Vulnerabilidades Mœltiples;10.220.2.37:29952;IP Externa;09-04-2024;06-03-2024;17-11-2024;30;22;Si;No;
34162;Mitigated;High;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;10.220.29.130:9394;IP Interna;17-06-2024;11-01-2025;28-12-2024;77;73;Si;No;
17641;Confirmed;Medium;SSL/TLS: Vulnerabilidad 'CRIME';192.168.220.140:30715;IP Externa;27-04-2024;08-04-2024;08-09-2024;66;43;Si;No;
59699;Mitigated;Low;Microsoft Windows LSA Secrets Caching (CVE-2021-36934);10.220.124.229:37301;IP Externa;20-01-2024;05-03-2024;16-04-2024;19;19;Si;No;
24298;Confirmed;Medium;Soporte para 'Null Sessions' de SMB Habilitado;10.220.104.47:12139;IP Externa;09-02-2025;25-03-2024;28-09-2025;44;44;Si;No;
50300;Confirmed;Medium;Microsoft Windows SMBv3 Remote Code Execution (EternalBlue);192.168.193.143:28789;IP Externa;30-10-2025;20-05-2024;09-03-2024;68;55;Si;No;
76389;Mitigated;Medium;SSL/TLS: Certificado Expirado;192.168.146.62:24851;IP Interna;13-05-2024;09-02-2024;02-10-2024;57;64;Si;No;
95456;Mitigated;Informational;SSL/TLS: Vulnerabilidad 'CRIME';192.168.184.237:43758;IP Externa;27-01-2024;09-03-2024;18-11-2024;0;0;No;No;
83954;Confirmed;Low;Microsoft Windows LSA Secrets Caching (CVE-2021-36934);150.195.47.13:23727;IP Externa;06-03-2024;05-11-2024;06-06-2024;27;22;Si;No;
19715;Mitigated;Informational;SSLv3 Protocolo Obsoleto Habilitado (POODLE);192.168.185.189:25212;IP Externa;26-02-2025;09-11-2024;06-05-2024;0;0;No;No;
72812;Confirmed;High;Windows Print Spooler Remote Code Execution (PrintNightmare);192.168.158.175:25818;IP Interna;19-07-2024;27-10-2025;05-08-2025;80;80;Si;No;
42681;Confirmed;Medium;Cisco Unified Communications Manager < 12.5(1)SU5 Vulnerabilidades Mœltiples;https://logisticaCL.cl/kzh5dt;IP Externa;17-08-2025;29-05-2024;19-02-2025;60;57;Si;Si;
70596;Confirmed;Medium;SMB Signing Disabled o No Requerido;10.220.29.130:57924;IP Interna;30-05-2024;24-05-2024;15-03-2024;67;57;Si;Si;
99140;Confirmed;Critical;Atlassian Jira Server < 8.13.6 Vulnerabilidad de Inyecci—n de Plantillas;192.168.239.168:64362;IP Externa;21-07-2025;20-09-2025;11-09-2025;96;100;Si;Si;
96910;Confirmed;Low;Dispositivo de Red: Interfaz de Administraci—n Expuesta a Internet;https://nexusdata.cl/u5l073j8gk4;IP Externa;06-07-2025;06-09-2025;06-09-2024;23;12;Si;Si;
